Brand Cockpit - Level 1,Brand Cockpit - Level 2,Platform,Global / Local,MU,Category,Month,Year,Data,Scenario,Value
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Jul,2017,Vol,Actual,"203,492.40"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Jul,2017,Vol,Fcst,"203,492.40"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Jan,2017,Vol,Actual,"203,566.90"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Jan,2017,Vol,Fcst,"203,566.90"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,May,2017,Vol,Actual,"203,589.60"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,May,2017,Vol,Fcst,"203,589.60"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Oct,2017,Vol,Fcst,"203,697.60"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Jun,2017,Vol,LY,"203,786.40"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,May,2017,Vol,Actual,"203,869.80"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,May,2017,Vol,Fcst,"203,869.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Dec,2017,Vol,Fcst,"203,937.60"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Feb,2017,Vol,Actual,"203,967.20"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Feb,2017,Vol,Fcst,"203,972.40"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Sep,2017,NR,Fcst,"204,023.10"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Apr,2017,Vol,Plan,"204,024.00"
Chipita,Sweets,Other,Local,Germany,Snacks,Jul,2017,NR,LY,"204,155.20"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Jan,2017,Vol,Plan,"204,186.10"
GUD,GUD,Other,Local,Germany,Snacks,May,2017,Vol,LY,"204,198.90"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,May,2017,NR,Actual,"204,238.60"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,May,2017,NR,Fcst,"204,239.90"
7up,7-up,Flavors,Global,Portugal,Beverages,Oct,2017,NR,Actual,"204,256.80"
Other Energy,RockStar,Energy,Local,Poland,Beverages,Nov,2017,NR,LY,"204,273.60"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Jun,2017,Vol,LY,"204,297.80"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Netherlands,Snacks,May,2017,NR,Plan,"204,397.80"
Pepsi,Pepsi Light,Colas,Global,Poland,Beverages,Oct,2017,NR,Fcst,"204,423.10"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,May,2017,Vol,Actual,"204,454.10"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,May,2017,Vol,Fcst,"204,454.10"
7up,7-up,Flavors,Global,Switzerland,Beverages,Sep,2017,NR,Plan,"204,527.20"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Oct,2017,NR,Plan,"204,542.10"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,Mar,2017,Vol,LY,"204,561.30"
Sunbites,Cracker,Other,Global,Poland,Snacks,Sep,2017,NR,Plan,"204,587.70"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Apr,2017,Vol,Plan,"204,612.00"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Dec,2017,Vol,Fcst,"204,707.90"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Nov,2017,Vol,LY,"204,708.20"
Mirinda,Mirinda,Flavors,Global,Portugal,Beverages,Nov,2017,NR,Plan,"204,745.00"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,Feb,2017,Vol,Actual,"204,769.00"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,Feb,2017,Vol,Fcst,"204,769.00"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,May,2017,NR,LY,"204,804.30"
Other Energy,RockStar,Energy,Local,Italy,Beverages,Nov,2017,NR,Fcst,"204,966.30"
Other Energy,RockStar,Energy,Local,Italy,Beverages,May,2017,NR,LY,"204,991.90"
Other CSD,Evervess,Flavors,Local,France,Beverages,Jul,2017,NR,Plan,"205,088.30"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Dec,2017,Vol,LY,"205,110.60"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Mar,2017,NR,Actual,"205,112.50"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Nov,2017,NR,Plan,"205,148.30"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Mar,2017,NR,Plan,"205,225.60"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,May,2017,NR,LY,"205,259.20"
Chipita,Sweets,Other,Local,Germany,Snacks,Dec,2017,NR,LY,"205,293.30"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Sep,2017,Vol,Fcst,"205,339.60"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Apr,2017,Vol,Plan,"205,344.50"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Sep,2017,Vol,Fcst,"205,362.10"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Mar,2017,NR,Plan,"205,387.00"
7up,7-up,Flavors,Global,Switzerland,Beverages,Nov,2017,NR,Actual,"205,463.70"
Chipita,Sweets,Other,Local,Netherlands,Snacks,Sep,2017,NR,LY,"205,559.30"
Star,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Jan,2017,NR,Plan,"205,716.70"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Mar,2017,NR,LY,"205,748.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Sep,2017,Vol,Fcst,"205,820.50"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Mar,2017,Vol,Plan,"205,855.80"
7up,7-up,Flavors,Global,Italy,Beverages,Dec,2017,NR,Plan,"205,865.90"
Other Water,Toma Water,Water,Local,Italy,Beverages,Jan,2017,NR,Actual,"206,002.50"
Other Water,Toma Water,Water,Local,Italy,Beverages,Jan,2017,NR,Fcst,"206,002.50"
GUD,GUD,Other,Local,Germany,Snacks,Jul,2017,Vol,LY,"206,032.50"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Mar,2017,NR,LY,"206,071.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Oct,2017,NR,LY,"206,253.10"
Lipton,Lipton,RTD,Global,Switzerland,Beverages,Aug,2017,Vol,Actual,"206,262.70"
GUD,GUD,Other,Local,Germany,Snacks,Sep,2017,Vol,LY,"206,348.90"
Pepsi,Pepsi Light,Colas,Global,Poland,Beverages,Nov,2017,NR,LY,"206,350.40"
Star,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Sep,2017,NR,Plan,"206,452.60"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Oct,2017,Vol,Fcst,"206,477.10"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,Plan,"206,761.30"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Oct,2017,Vol,Fcst,"206,797.00"
Other Energy,RockStar,Energy,Local,Italy,Beverages,Jun,2017,NR,Plan,"206,860.50"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Jan,2017,Vol,Actual,"206,867.90"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Jan,2017,Vol,Fcst,"206,867.90"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Nov,2017,Vol,Actual,"206,928.00"
Doritos,Core,Deepen Youth Footprint,Global,Belgium,Snacks,Dec,2017,Vol,Actual,"207,004.90"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Mar,2017,Vol,Plan,"207,165.70"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,Dec,2017,NR,Actual,"207,247.20"
Quaker,Oats,Other,Global,Belgium,Snacks,Nov,2017,NR,Actual,"207,371.90"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Jun,2017,Vol,Plan,"207,392.80"
Other Juice,Toma Juice,Other,Local,Poland,Beverages,Aug,2017,Vol,LY,"207,467.80"
Pepsi,Pepsi Max,Colas,Global,Poland,Beverages,Jan,2017,Vol,LY,"207,603.60"
GUD,GUD,Other,Local,Germany,Snacks,Jul,2017,Vol,Plan,"207,700.40"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Jun,2017,Vol,Plan,"207,703.30"
Pepsi,Pepsi Light,Colas,Global,Poland,Beverages,Feb,2017,NR,LY,"207,715.80"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Oct,2017,Vol,Plan,"207,844.80"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,Fcst,"207,862.30"
Other Water,Toma Water,Water,Local,Italy,Beverages,Jun,2017,Vol,Fcst,"208,051.10"
Lay's,PC Max,Build Lays Powerbrand,Global,France,Snacks,Aug,2017,NR,LY,"208,112.20"
7up,7-up,Flavors,Global,France,Beverages,Dec,2017,Vol,Fcst,"208,113.10"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Sep,2017,Vol,Fcst,"208,136.60"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,May,2017,Vol,LY,"208,305.60"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Aug,2017,Vol,LY,"208,314.10"
Lipton,Lipton,RTD,Global,France,Beverages,Mar,2017,Vol,Actual,"208,348.70"
Lipton,Lipton,RTD,Global,France,Beverages,Mar,2017,Vol,Fcst,"208,348.70"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Aug,2017,NR,Actual,"208,382.50"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Aug,2017,NR,Fcst,"208,382.50"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Oct,2017,Vol,Fcst,"208,466.50"
7up,7-up,Flavors,Global,France,Beverages,Sep,2017,Vol,Fcst,"208,567.60"
GUD,GUD,Other,Local,Germany,Snacks,Mar,2017,Vol,Plan,"208,577.70"
GUD,GUD,Other,Local,Germany,Snacks,Oct,2017,Vol,Fcst,"208,595.90"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Mar,2017,Vol,Actual,"208,681.60"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Mar,2017,Vol,Fcst,"208,681.60"
Lay's,PC Strong,Build Lays Powerbrand,Global,France,Snacks,Mar,2017,NR,Plan,"208,792.00"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Mar,2017,NR,Actual,"208,868.70"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Mar,2017,NR,Fcst,"208,868.70"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Mar,2017,NR,LY,"208,895.30"
Chipita,Sweets,Other,Local,Germany,Snacks,Apr,2017,NR,Plan,"208,918.20"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Dec,2017,Vol,Actual,"208,958.80"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Jul,2017,Vol,Actual,"209,047.00"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Jul,2017,Vol,Fcst,"209,047.00"
Lipton,Lipton,RTD,Global,Italy,Beverages,Aug,2017,Vol,Fcst,"209,164.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Netherlands,Snacks,Mar,2017,NR,Actual,"209,168.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Netherlands,Snacks,Mar,2017,NR,Fcst,"209,168.30"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Sep,2017,Vol,Actual,"209,185.00"
Sweet,Confectionary,Other,Local,Poland,Snacks,Apr,2017,NR,Actual,"209,220.80"
Sweet,Confectionary,Other,Local,Poland,Snacks,Apr,2017,NR,Fcst,"209,220.80"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Feb,2017,Vol,Plan,"209,257.50"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,Jul,2017,Vol,LY,"209,264.80"
Other Energy,RockStar,Energy,Local,Italy,Beverages,May,2017,NR,Plan,"209,380.70"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Jan,2017,Vol,Plan,"209,415.10"
Pepsi,Pepsi Max,Colas,Global,Switzerland,Beverages,Oct,2017,NR,Fcst,"209,505.40"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,Fcst,"209,654.80"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Dec,2017,Vol,Fcst,"209,693.00"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,May,2017,Vol,Actual,"209,785.30"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,May,2017,Vol,Fcst,"209,785.30"
7up,7-up,Flavors,Global,Switzerland,Beverages,Dec,2017,NR,Actual,"209,817.60"
Chipita,Sweets,Other,Local,Germany,Snacks,Sep,2017,NR,LY,"209,842.70"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,LY,"209,921.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Nov,2017,NR,LY,"209,968.40"
Mountain Dew,Mountain Dew,Flavors,Global,Poland,Beverages,Oct,2017,Vol,LY,"209,987.40"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Jul,2017,NR,LY,"210,002.30"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Dec,2017,Vol,LY,"210,006.10"
Pepsi,Pepsi Black,Colas,Global,Switzerland,Beverages,May,2017,NR,Plan,"210,046.30"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Apr,2017,Vol,LY,"210,070.20"
Mountain Dew,Mountain Dew,Flavors,Global,Poland,Beverages,Mar,2017,Vol,LY,"210,285.00"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,May,2017,Vol,LY,"210,462.10"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Apr,2017,NR,LY,"210,465.70"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,May,2017,Vol,Plan,"210,489.10"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,May,2017,Vol,Plan,"210,505.40"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Mar,2017,NR,Actual,"210,521.80"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Mar,2017,NR,Fcst,"210,521.80"
Chipita,Baked Rolls,Other,Local,France,Snacks,Sep,2017,Vol,Plan,"210,527.70"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Apr,2017,Vol,LY,"210,791.60"
Lay's,PC Strong,Build Lays Powerbrand,Global,France,Snacks,Nov,2017,NR,Plan,"210,835.40"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Apr,2017,NR,LY,"210,839.30"
Pepsi,Reg. Pepsi,Colas,Global,Italy,Beverages,Oct,2017,Vol,LY,"210,887.60"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Sep,2017,NR,Fcst,"210,907.40"
7up,7-up,Flavors,Global,Italy,Beverages,Oct,2017,NR,LY,"210,908.30"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Nov,2017,NR,Fcst,"210,931.80"
7up,7-up,Flavors,Global,Italy,Beverages,Aug,2017,NR,Fcst,"210,948.80"
7up,7-up,Flavors,Global,Italy,Beverages,Aug,2017,NR,Actual,"210,948.80"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Jul,2017,Vol,Actual,"210,965.10"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Jul,2017,Vol,Fcst,"210,965.10"
7up,7-up,Flavors,Global,Switzerland,Beverages,Sep,2017,NR,Actual,"211,027.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Jun,2017,Vol,Actual,"211,031.70"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Jun,2017,Vol,Fcst,"211,031.70"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Jun,2017,Vol,Actual,"211,043.90"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Jun,2017,Vol,Fcst,"211,043.90"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Sep,2017,Vol,Fcst,"211,161.50"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Sep,2017,NR,LY,"211,190.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Nov,2017,Vol,LY,"211,258.60"
Chipita,Sweets,Other,Local,Germany,Snacks,Mar,2017,NR,Plan,"211,278.50"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,Mar,2017,Vol,Actual,"211,332.30"
Lay's,PC Max,Build Lays Powerbrand,Global,Poland,Snacks,Mar,2017,Vol,Fcst,"211,332.30"
Lipton,Lipton,RTD,Global,Italy,Beverages,Nov,2017,Vol,Fcst,"211,369.00"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,May,2017,NR,LY,"211,369.60"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Nov,2017,NR,Plan,"211,540.10"
7up,7-up,Flavors,Global,Italy,Beverages,Jul,2017,NR,LY,"211,662.90"
Doritos,Core,Deepen Youth Footprint,Global,Belgium,Snacks,Apr,2017,Vol,Actual,"211,704.50"
Doritos,Core,Deepen Youth Footprint,Global,Belgium,Snacks,Apr,2017,Vol,Fcst,"211,704.50"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Apr,2017,Vol,LY,"211,721.50"
Other Water,Toma Water,Water,Local,Italy,Beverages,Jun,2017,Vol,LY,"211,724.90"
Chipita,Sweets,Other,Local,Germany,Snacks,Dec,2017,NR,Plan,"211,748.80"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Nov,2017,NR,Plan,"211,797.30"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Apr,2017,NR,LY,"211,907.10"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Apr,2017,NR,Actual,"211,930.10"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,Jul,2017,Vol,Plan,"212,036.60"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,Mar,2017,NR,Plan,"212,039.90"
Chipsy,Max,Build Lays Powerbrand,Local,Germany,Snacks,Jul,2017,NR,Plan,"212,174.50"
Sweet,Confectionary,Other,Local,Poland,Snacks,Sep,2017,NR,Plan,"212,305.10"
Sweet,Confectionary,Other,Local,Poland,Snacks,Sep,2017,NR,Fcst,"212,305.10"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Aug,2017,Vol,LY,"212,410.70"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Oct,2017,Vol,Fcst,"212,542.80"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Sep,2017,NR,Actual,"212,641.10"
Mountain Dew,Mountain Dew,Flavors,Global,Poland,Beverages,Dec,2017,Vol,LY,"212,684.00"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,Apr,2017,Vol,LY,"212,701.10"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,Plan,"212,765.70"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Feb,2017,Vol,LY,"212,778.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Jun,2017,NR,LY,"212,800.00"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,Actual,"212,939.70"
Tasty,N&S,Capture Family Fun,Local,Spain,Snacks,Jan,2017,NR,LY,"212,944.80"
Other Juice,Toma Juice,Other,Local,Poland,Beverages,Aug,2017,Vol,Plan,"213,048.10"
7up,7-up,Flavors,Global,France,Beverages,Dec,2017,Vol,Plan,"213,058.60"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Feb,2017,Vol,Actual,"213,183.60"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Feb,2017,Vol,Fcst,"213,183.60"
Twistos,3D (Bugles),Capture Family Fun,Local,Poland,Snacks,Jul,2017,NR,LY,"213,212.10"
GUD,GUD,Other,Local,Germany,Snacks,Mar,2017,Vol,LY,"213,275.50"
Twistos,3D (Bugles),Capture Family Fun,Local,Poland,Snacks,Nov,2017,NR,Actual,"213,329.10"
Chipita,Sweets,Other,Local,Germany,Snacks,Nov,2017,NR,Plan,"213,332.50"
Sunbites,Cracker,Other,Global,Poland,Snacks,Mar,2017,NR,Actual,"213,354.00"
Sunbites,Cracker,Other,Global,Poland,Snacks,Mar,2017,NR,Fcst,"213,354.00"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Jul,2017,NR,Fcst,"213,415.00"
Other Energy,RockStar,Energy,Local,Italy,Beverages,Feb,2017,NR,LY,"213,502.10"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,Sep,2017,NR,LY,"213,524.40"
Mirinda,Mirinda,Flavors,Global,France,Beverages,Jan,2017,Vol,Actual,"213,545.80"
Mirinda,Mirinda,Flavors,Global,France,Beverages,Jan,2017,Vol,Fcst,"213,545.80"
Twistos,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Dec,2017,NR,Actual,"213,569.00"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Oct,2017,NR,Plan,"213,595.60"
Sunbites,Cracker,Other,Global,Poland,Snacks,Jun,2017,NR,Plan,"213,614.70"
Pepsi,Pepsi Black,Colas,Global,France,Beverages,Dec,2017,Vol,Fcst,"213,751.80"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Feb,2017,Vol,Actual,"213,766.70"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Feb,2017,Vol,Fcst,"213,766.70"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Dec,2017,Vol,Actual,"213,791.10"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Oct,2017,NR,Actual,"213,801.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Nov,2017,Vol,Plan,"213,817.10"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Aug,2017,NR,Plan,"213,849.80"
Chipita,Baked Rolls,Other,Local,France,Snacks,Mar,2017,Vol,Actual,"213,922.50"
Chipita,Baked Rolls,Other,Local,France,Snacks,Mar,2017,Vol,Fcst,"213,922.50"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Jan,2017,NR,LY,"213,952.80"
Other Juice,Toma Juice,Other,Local,Switzerland,Beverages,Oct,2017,NR,Fcst,"213,957.70"
7up,7-up,Flavors,Global,Italy,Beverages,Aug,2017,NR,Plan,"214,032.00"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Nov,2017,NR,Plan,"214,089.40"
Lipton,Lipton,RTD,Global,Switzerland,Beverages,Mar,2017,Vol,Fcst,"214,099.20"
Chipita,Baked Rolls,Other,Local,France,Snacks,Nov,2017,Vol,Actual,"214,384.20"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Jul,2017,NR,Plan,"214,454.60"
Twistos,3D (Bugles),Capture Family Fun,Local,Poland,Snacks,Jul,2017,NR,Actual,"214,485.90"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Dec,2017,NR,Plan,"214,487.50"
Other CSD,Evervess,Flavors,Local,Portugal,Beverages,Dec,2017,Vol,Actual,"214,508.90"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Jul,2017,NR,Fcst,"214,624.40"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Mar,2017,Vol,Plan,"214,686.10"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Sep,2017,NR,Plan,"214,686.80"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Oct,2017,Vol,Actual,"214,715.40"
Twistos,3D (Bugles),Capture Family Fun,Local,Poland,Snacks,Jul,2017,NR,Fcst,"214,886.40"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Jan,2017,NR,Fcst,"214,947.60"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Jan,2017,NR,Actual,"214,947.60"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Jun,2017,Vol,Plan,"214,969.80"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,Actual,"215,058.30"
Sunbites,Cracker,Other,Global,Poland,Snacks,Sep,2017,NR,LY,"215,118.60"
Clipsy,Extruded / Pellet,Capture Family Fun,Local,Germany,Snacks,Jan,2017,Vol,Plan,"215,134.90"
Sunbites,Cracker,Other,Global,Poland,Snacks,Apr,2017,NR,Plan,"215,142.20"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Aug,2017,NR,Fcst,"215,187.60"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,Plan,"215,210.40"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Dec,2017,NR,Plan,"215,248.90"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Apr,2017,Vol,Actual,"215,308.80"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Apr,2017,Vol,Fcst,"215,308.80"
Lipton,Lipton [green],RTD,Global,Switzerland,Beverages,Apr,2017,NR,Plan,"215,319.90"
7up,7-up,Flavors,Global,Portugal,Beverages,Jul,2017,NR,Plan,"215,444.10"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,May,2017,NR,Actual,"215,458.70"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,May,2017,NR,Fcst,"215,458.70"
Pepsi,Pepsi Max,Colas,Global,Italy,Beverages,Oct,2017,NR,Fcst,"215,546.00"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,Jul,2017,Vol,Actual,"215,700.70"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,Jul,2017,Vol,Fcst,"215,700.70"
7up,7-up,Flavors,Global,Switzerland,Beverages,Sep,2017,NR,Fcst,"215,788.40"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Aug,2017,Vol,LY,"215,873.40"
Quaker,Oats,Other,Global,Belgium,Snacks,Oct,2017,NR,LY,"215,884.40"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Oct,2017,Vol,Plan,"215,932.60"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Jan,2017,NR,Plan,"216,062.70"
Chipita,Baked Rolls,Other,Local,Germany,Snacks,Nov,2017,NR,Fcst,"216,076.40"
Lay's,PC Strong,Build Lays Powerbrand,Global,Italy,Snacks,Aug,2017,NR,LY,"216,127.60"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Jun,2017,NR,Plan,"216,243.60"
Other Juice,Toma Juice,Other,Local,Italy,Beverages,Feb,2017,NR,Fcst,"216,372.90"
