A_o,Estado,Tipo_de_abuso,Subtipo_de_Abuso,Mes,Valor
2015,Puebla,Acoso sexual,Acoso sexual,Enero,11
2015,Puebla,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2015,Puebla,Violacion simple,Violacion simple,Enero,43
2015,Puebla,Violacion equiparada,Violacion equiparada,Enero,8
2015,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,49
2015,Queretaro,Abuso sexual,Abuso sexual,Enero,20
2015,Queretaro,Acoso sexual,Acoso sexual,Enero,5
2015,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2015,Queretaro,Violacion simple,Violacion simple,Enero,17
2015,Queretaro,Violacion equiparada,Violacion equiparada,Enero,1
2015,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2015,Quintana Roo,Abuso sexual,Abuso sexual,Enero,41
2015,Quintana Roo,Acoso sexual,Acoso sexual,Enero,6
2015,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2015,Quintana Roo,Violacion simple,Violacion simple,Enero,40
2015,Quintana Roo,Violacion equiparada,Violacion equiparada,Enero,0
2015,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2015,San Luis Potosi,Abuso sexual,Abuso sexual,Enero,13
2015,San Luis Potosi,Acoso sexual,Acoso sexual,Enero,2
2015,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2015,San Luis Potosi,Violacion simple,Violacion simple,Enero,18
2015,San Luis Potosi,Violacion equiparada,Violacion equiparada,Enero,1
2015,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2015,Sinaloa,Abuso sexual,Abuso sexual,Enero,12
2015,Sinaloa,Acoso sexual,Acoso sexual,Enero,0
2015,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2015,Sinaloa,Violacion simple,Violacion simple,Enero,5
2015,Sinaloa,Violacion equiparada,Violacion equiparada,Enero,2
2015,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,11
2015,Sonora,Abuso sexual,Abuso sexual,Enero,15
2015,Sonora,Acoso sexual,Acoso sexual,Enero,0
2015,Sonora,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2015,Sonora,Violacion simple,Violacion simple,Enero,10
2015,Sonora,Violacion equiparada,Violacion equiparada,Enero,4
2015,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2015,Tabasco,Abuso sexual,Abuso sexual,Enero,6
2015,Tabasco,Acoso sexual,Acoso sexual,Enero,0
2015,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Enero,5
2015,Tabasco,Violacion simple,Violacion simple,Enero,23
2015,Tabasco,Violacion equiparada,Violacion equiparada,Enero,0
2015,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,18
2015,Tamaulipas,Abuso sexual,Abuso sexual,Enero,0
2015,Tamaulipas,Acoso sexual,Acoso sexual,Enero,3
2015,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2015,Tamaulipas,Violacion simple,Violacion simple,Enero,29
2015,Tamaulipas,Violacion equiparada,Violacion equiparada,Enero,0
2015,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,26
2015,Tlaxcala,Abuso sexual,Abuso sexual,Enero,3
2015,Tlaxcala,Acoso sexual,Acoso sexual,Enero,0
2015,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2015,Tlaxcala,Violacion simple,Violacion simple,Enero,5
2015,Tlaxcala,Violacion equiparada,Violacion equiparada,Enero,0
2015,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2015,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Enero,3
2015,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Enero,4
2015,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2015,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Enero,8
2015,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Enero,0
2015,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,30
2015,Yucatan,Abuso sexual,Abuso sexual,Enero,34
2015,Yucatan,Acoso sexual,Acoso sexual,Enero,0
2015,Yucatan,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2015,Yucatan,Violacion simple,Violacion simple,Enero,25
2015,Yucatan,Violacion equiparada,Violacion equiparada,Enero,0
2015,Yucatan,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2015,Zacatecas,Abuso sexual,Abuso sexual,Enero,0
2015,Zacatecas,Acoso sexual,Acoso sexual,Enero,0
2015,Zacatecas,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2015,Zacatecas,Violacion simple,Violacion simple,Enero,17
2015,Zacatecas,Violacion equiparada,Violacion equiparada,Enero,0
2015,Zacatecas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,8
2016,Aguascalientes,Abuso sexual,Abuso sexual,Enero,1
2016,Aguascalientes,Acoso sexual,Acoso sexual,Enero,0
2016,Aguascalientes,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2016,Aguascalientes,Violacion simple,Violacion simple,Enero,7
2016,Aguascalientes,Violacion equiparada,Violacion equiparada,Enero,2
2016,Aguascalientes,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,18
2016,Baja California,Abuso sexual,Abuso sexual,Enero,75
2016,Baja California,Acoso sexual,Acoso sexual,Enero,0
2016,Baja California,Hostigamiento sexual,Hostigamiento sexual,Enero,12
2016,Baja California,Violacion simple,Violacion simple,Enero,54
2016,Baja California,Violacion equiparada,Violacion equiparada,Enero,23
2016,Baja California,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,16
2016,Baja California Sur,Abuso sexual,Abuso sexual,Enero,15
2016,Baja California Sur,Acoso sexual,Acoso sexual,Enero,0
2016,Baja California Sur,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Baja California Sur,Violacion simple,Violacion simple,Enero,9
2016,Baja California Sur,Violacion equiparada,Violacion equiparada,Enero,0
2016,Baja California Sur,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2016,Campeche,Abuso sexual,Abuso sexual,Enero,0
2016,Campeche,Acoso sexual,Acoso sexual,Enero,0
2016,Campeche,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Campeche,Violacion simple,Violacion simple,Enero,1
2016,Campeche,Violacion equiparada,Violacion equiparada,Enero,4
2016,Campeche,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2016,Coahuila de Zaragoza,Abuso sexual,Abuso sexual,Enero,12
2016,Coahuila de Zaragoza,Acoso sexual,Acoso sexual,Enero,8
2016,Coahuila de Zaragoza,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Coahuila de Zaragoza,Violacion simple,Violacion simple,Enero,5
2016,Coahuila de Zaragoza,Violacion equiparada,Violacion equiparada,Enero,2
2016,Coahuila de Zaragoza,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2016,Colima,Abuso sexual,Abuso sexual,Enero,9
2016,Colima,Acoso sexual,Acoso sexual,Enero,0
2016,Colima,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Colima,Violacion simple,Violacion simple,Enero,4
2016,Colima,Violacion equiparada,Violacion equiparada,Enero,0
2016,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2016,Chiapas,Abuso sexual,Abuso sexual,Enero,32
2016,Chiapas,Acoso sexual,Acoso sexual,Enero,0
2016,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2016,Chiapas,Violacion simple,Violacion simple,Enero,36
2016,Chiapas,Violacion equiparada,Violacion equiparada,Enero,7
2016,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2016,Chihuahua,Abuso sexual,Abuso sexual,Enero,68
2016,Chihuahua,Acoso sexual,Acoso sexual,Enero,0
2016,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Enero,12
2016,Chihuahua,Violacion simple,Violacion simple,Enero,54
2016,Chihuahua,Violacion equiparada,Violacion equiparada,Enero,14
2016,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2016,Ciudad de Mexico,Abuso sexual,Abuso sexual,Enero,123
2016,Ciudad de Mexico,Acoso sexual,Acoso sexual,Enero,1
2016,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Ciudad de Mexico,Violacion simple,Violacion simple,Enero,28
2016,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Enero,1
2016,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2016,Durango,Abuso sexual,Abuso sexual,Enero,21
2016,Durango,Acoso sexual,Acoso sexual,Enero,0
2016,Durango,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Durango,Violacion simple,Violacion simple,Enero,15
2016,Durango,Violacion equiparada,Violacion equiparada,Enero,0
2016,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,13
2016,Guanajuato,Abuso sexual,Abuso sexual,Enero,59
2016,Guanajuato,Acoso sexual,Acoso sexual,Enero,13
2016,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2016,Guanajuato,Violacion simple,Violacion simple,Enero,45
2016,Guanajuato,Violacion equiparada,Violacion equiparada,Enero,3
2016,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2016,Guerrero,Abuso sexual,Abuso sexual,Enero,17
2016,Guerrero,Acoso sexual,Acoso sexual,Enero,1
2016,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Guerrero,Violacion simple,Violacion simple,Enero,15
2016,Guerrero,Violacion equiparada,Violacion equiparada,Enero,3
2016,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2016,Hidalgo,Abuso sexual,Abuso sexual,Enero,19
2016,Hidalgo,Acoso sexual,Acoso sexual,Enero,6
2016,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Enero,36
2016,Hidalgo,Violacion simple,Violacion simple,Enero,37
2016,Hidalgo,Violacion equiparada,Violacion equiparada,Enero,5
2016,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,10
2016,Jalisco,Abuso sexual,Abuso sexual,Enero,147
2016,Jalisco,Acoso sexual,Acoso sexual,Enero,30
2016,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2016,Jalisco,Violacion simple,Violacion simple,Enero,28
2016,Jalisco,Violacion equiparada,Violacion equiparada,Enero,0
2016,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,20
2016,Mexico,Abuso sexual,Abuso sexual,Enero,90
2016,Mexico,Acoso sexual,Acoso sexual,Enero,12
2016,Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2016,Mexico,Violacion simple,Violacion simple,Enero,75
2016,Mexico,Violacion equiparada,Violacion equiparada,Enero,43
2016,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,9
2016,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Enero,22
2016,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Enero,0
2016,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Enero,5
2016,Michoacan de Ocampo,Violacion simple,Violacion simple,Enero,27
2016,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Enero,3
2016,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,5
2016,Morelos,Abuso sexual,Abuso sexual,Enero,26
2016,Morelos,Acoso sexual,Acoso sexual,Enero,0
2016,Morelos,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2016,Morelos,Violacion simple,Violacion simple,Enero,37
2016,Morelos,Violacion equiparada,Violacion equiparada,Enero,0
2016,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2016,Nayarit,Abuso sexual,Abuso sexual,Enero,0
2016,Nayarit,Acoso sexual,Acoso sexual,Enero,1
2016,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Nayarit,Violacion simple,Violacion simple,Enero,6
2016,Nayarit,Violacion equiparada,Violacion equiparada,Enero,1
2016,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,10
2016,Nuevo Leon,Abuso sexual,Abuso sexual,Enero,57
2016,Nuevo Leon,Acoso sexual,Acoso sexual,Enero,0
2016,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2016,Nuevo Leon,Violacion simple,Violacion simple,Enero,45
2016,Nuevo Leon,Violacion equiparada,Violacion equiparada,Enero,13
2016,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,24
2016,Oaxaca,Abuso sexual,Abuso sexual,Enero,38
2016,Oaxaca,Acoso sexual,Acoso sexual,Enero,3
2016,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2016,Oaxaca,Violacion simple,Violacion simple,Enero,34
2016,Oaxaca,Violacion equiparada,Violacion equiparada,Enero,4
2016,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2016,Puebla,Abuso sexual,Abuso sexual,Enero,0
2016,Puebla,Acoso sexual,Acoso sexual,Enero,5
2016,Puebla,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2016,Puebla,Violacion simple,Violacion simple,Enero,44
2016,Puebla,Violacion equiparada,Violacion equiparada,Enero,6
2016,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,34
2016,Queretaro,Abuso sexual,Abuso sexual,Enero,22
2016,Queretaro,Acoso sexual,Acoso sexual,Enero,1
2016,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Queretaro,Violacion simple,Violacion simple,Enero,16
2016,Queretaro,Violacion equiparada,Violacion equiparada,Enero,1
2016,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2016,Quintana Roo,Abuso sexual,Abuso sexual,Enero,30
2016,Quintana Roo,Acoso sexual,Acoso sexual,Enero,1
2016,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Quintana Roo,Violacion simple,Violacion simple,Enero,22
2016,Quintana Roo,Violacion equiparada,Violacion equiparada,Enero,0
2016,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2016,San Luis Potosi,Abuso sexual,Abuso sexual,Enero,11
2016,San Luis Potosi,Acoso sexual,Acoso sexual,Enero,5
2016,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2016,San Luis Potosi,Violacion simple,Violacion simple,Enero,8
2016,San Luis Potosi,Violacion equiparada,Violacion equiparada,Enero,2
2016,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2016,Sinaloa,Abuso sexual,Abuso sexual,Enero,13
2016,Sinaloa,Acoso sexual,Acoso sexual,Enero,0
2016,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Sinaloa,Violacion simple,Violacion simple,Enero,17
2016,Sinaloa,Violacion equiparada,Violacion equiparada,Enero,0
2016,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2016,Sonora,Abuso sexual,Abuso sexual,Enero,18
2016,Sonora,Acoso sexual,Acoso sexual,Enero,0
2016,Sonora,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Sonora,Violacion simple,Violacion simple,Enero,10
2016,Sonora,Violacion equiparada,Violacion equiparada,Enero,0
2016,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2016,Tabasco,Abuso sexual,Abuso sexual,Enero,5
2016,Tabasco,Acoso sexual,Acoso sexual,Enero,0
2016,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2016,Tabasco,Violacion simple,Violacion simple,Enero,13
2016,Tabasco,Violacion equiparada,Violacion equiparada,Enero,0
2016,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,12
2016,Tamaulipas,Abuso sexual,Abuso sexual,Enero,0
2016,Tamaulipas,Acoso sexual,Acoso sexual,Enero,2
2016,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Tamaulipas,Violacion simple,Violacion simple,Enero,40
2016,Tamaulipas,Violacion equiparada,Violacion equiparada,Enero,0
2016,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,24
2016,Tlaxcala,Abuso sexual,Abuso sexual,Enero,1
2016,Tlaxcala,Acoso sexual,Acoso sexual,Enero,0
2016,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Tlaxcala,Violacion simple,Violacion simple,Enero,5
2016,Tlaxcala,Violacion equiparada,Violacion equiparada,Enero,0
2016,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2016,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Enero,6
2016,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Enero,10
2016,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Enero,8
2016,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Enero,0
2016,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,21
2016,Yucatan,Abuso sexual,Abuso sexual,Enero,38
2016,Yucatan,Acoso sexual,Acoso sexual,Enero,0
2016,Yucatan,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2016,Yucatan,Violacion simple,Violacion simple,Enero,19
2016,Yucatan,Violacion equiparada,Violacion equiparada,Enero,0
2016,Yucatan,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2016,Zacatecas,Abuso sexual,Abuso sexual,Enero,0
2016,Zacatecas,Acoso sexual,Acoso sexual,Enero,0
2016,Zacatecas,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2016,Zacatecas,Violacion simple,Violacion simple,Enero,10
2016,Zacatecas,Violacion equiparada,Violacion equiparada,Enero,1
2016,Zacatecas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2017,Aguascalientes,Abuso sexual,Abuso sexual,Enero,0
2017,Aguascalientes,Acoso sexual,Acoso sexual,Enero,0
2017,Aguascalientes,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Aguascalientes,Violacion simple,Violacion simple,Enero,11
2017,Aguascalientes,Violacion equiparada,Violacion equiparada,Enero,5
2017,Aguascalientes,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,17
2017,Baja California,Abuso sexual,Abuso sexual,Enero,80
2017,Baja California,Acoso sexual,Acoso sexual,Enero,0
2017,Baja California,Hostigamiento sexual,Hostigamiento sexual,Enero,9
2017,Baja California,Violacion simple,Violacion simple,Enero,44
2017,Baja California,Violacion equiparada,Violacion equiparada,Enero,28
2017,Baja California,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,15
2017,Baja California Sur,Abuso sexual,Abuso sexual,Enero,19
2017,Baja California Sur,Acoso sexual,Acoso sexual,Enero,0
2017,Baja California Sur,Hostigamiento sexual,Hostigamiento sexual,Enero,2
2017,Baja California Sur,Violacion simple,Violacion simple,Enero,14
2017,Baja California Sur,Violacion equiparada,Violacion equiparada,Enero,1
2017,Baja California Sur,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2017,Campeche,Abuso sexual,Abuso sexual,Enero,4
2017,Campeche,Acoso sexual,Acoso sexual,Enero,0
2017,Campeche,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Campeche,Violacion simple,Violacion simple,Enero,4
2017,Campeche,Violacion equiparada,Violacion equiparada,Enero,4
2017,Campeche,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2017,Coahuila de Zaragoza,Abuso sexual,Abuso sexual,Enero,28
2017,Coahuila de Zaragoza,Acoso sexual,Acoso sexual,Enero,8
2017,Coahuila de Zaragoza,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Coahuila de Zaragoza,Violacion simple,Violacion simple,Enero,7
2017,Coahuila de Zaragoza,Violacion equiparada,Violacion equiparada,Enero,3
2017,Coahuila de Zaragoza,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,6
2017,Colima,Abuso sexual,Abuso sexual,Enero,15
2017,Colima,Acoso sexual,Acoso sexual,Enero,0
2017,Colima,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Colima,Violacion simple,Violacion simple,Enero,8
2017,Colima,Violacion equiparada,Violacion equiparada,Enero,3
2017,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2
2017,Chiapas,Abuso sexual,Abuso sexual,Enero,20
2017,Chiapas,Acoso sexual,Acoso sexual,Enero,0
2017,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Chiapas,Violacion simple,Violacion simple,Enero,43
2017,Chiapas,Violacion equiparada,Violacion equiparada,Enero,6
2017,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2017,Chihuahua,Abuso sexual,Abuso sexual,Enero,74
2017,Chihuahua,Acoso sexual,Acoso sexual,Enero,0
2017,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Enero,13
2017,Chihuahua,Violacion simple,Violacion simple,Enero,50
2017,Chihuahua,Violacion equiparada,Violacion equiparada,Enero,9
2017,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2017,Ciudad de Mexico,Abuso sexual,Abuso sexual,Enero,94
2017,Ciudad de Mexico,Acoso sexual,Acoso sexual,Enero,20
2017,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Ciudad de Mexico,Violacion simple,Violacion simple,Enero,22
2017,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Enero,3
2017,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2017,Durango,Abuso sexual,Abuso sexual,Enero,29
2017,Durango,Acoso sexual,Acoso sexual,Enero,0
2017,Durango,Hostigamiento sexual,Hostigamiento sexual,Enero,0
2017,Durango,Violacion simple,Violacion simple,Enero,12
2017,Durango,Violacion equiparada,Violacion equiparada,Enero,1
2017,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4
2017,Guanajuato,Abuso sexual,Abuso sexual,Enero,75
2017,Guanajuato,Acoso sexual,Acoso sexual,Enero,16
2017,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Guanajuato,Violacion simple,Violacion simple,Enero,23
2017,Guanajuato,Violacion equiparada,Violacion equiparada,Enero,1
2017,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,0
2017,Guerrero,Abuso sexual,Abuso sexual,Enero,14
2017,Guerrero,Acoso sexual,Acoso sexual,Enero,1
2017,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Enero,1
2017,Guerrero,Violacion simple,Violacion simple,Enero,18
2017,Guerrero,Violacion equiparada,Violacion equiparada,Enero,4
2017,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,7
2017,Hidalgo,Abuso sexual,Abuso sexual,Enero,22
2017,Hidalgo,Acoso sexual,Acoso sexual,Enero,0
2017,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Enero,4
2017,Hidalgo,Violacion simple,Violacion simple,Enero,47
2017,Hidalgo,Violacion equiparada,Violacion equiparada,Enero,0
2017,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,1
2017,Jalisco,Abuso sexual,Abuso sexual,Enero,156
2017,Jalisco,Acoso sexual,Acoso sexual,Enero,8
2017,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Enero,18
2017,Jalisco,Violacion simple,Violacion simple,Enero,36
2017,Jalisco,Violacion equiparada,Violacion equiparada,Enero,0
2017,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,17
2017,Mexico,Abuso sexual,Abuso sexual,Enero,88
2017,Mexico,Acoso sexual,Acoso sexual,Enero,18
2017,Mexico,Hostigamiento sexual,Hostigamiento sexual,Enero,3
2017,Mexico,Violacion simple,Violacion simple,Enero,133
2017,Mexico,Violacion equiparada,Violacion equiparada,Enero,15
2017,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,3
2017,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Enero,18
2017,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Enero,0
