A_o,Estado,Tipo_de_abuso,Subtipo_de_Abuso,Mes,Valor
2019,Coahuila de Zaragoza,Violacion equiparada,Violacion equiparada,Mayo,10
2019,Coahuila de Zaragoza,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,1
2019,Colima,Abuso sexual,Abuso sexual,Mayo,21
2019,Colima,Acoso sexual,Acoso sexual,Mayo,0
2019,Colima,Hostigamiento sexual,Hostigamiento sexual,Mayo,3
2019,Colima,Violacion simple,Violacion simple,Mayo,10
2019,Colima,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,4
2019,Chiapas,Abuso sexual,Abuso sexual,Mayo,25
2019,Chiapas,Acoso sexual,Acoso sexual,Mayo,6
2019,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Mayo,6
2019,Chiapas,Violacion simple,Violacion simple,Mayo,40
2019,Chiapas,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,49
2019,Chihuahua,Abuso sexual,Abuso sexual,Mayo,121
2019,Chihuahua,Acoso sexual,Acoso sexual,Mayo,0
2019,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Mayo,15
2019,Chihuahua,Violacion simple,Violacion simple,Mayo,91
2019,Chihuahua,Violacion equiparada,Violacion equiparada,Mayo,27
2019,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,23
2019,Ciudad de Mexico,Abuso sexual,Abuso sexual,Mayo,366
2019,Ciudad de Mexico,Acoso sexual,Acoso sexual,Mayo,94
2019,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Ciudad de Mexico,Violacion simple,Violacion simple,Mayo,87
2019,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Mayo,33
2019,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,7
2019,Durango,Abuso sexual,Abuso sexual,Mayo,51
2019,Durango,Acoso sexual,Acoso sexual,Mayo,3
2019,Durango,Hostigamiento sexual,Hostigamiento sexual,Mayo,1
2019,Durango,Violacion simple,Violacion simple,Mayo,24
2019,Durango,Violacion equiparada,Violacion equiparada,Mayo,1
2019,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,5
2019,Guanajuato,Abuso sexual,Abuso sexual,Mayo,127
2019,Guanajuato,Acoso sexual,Acoso sexual,Mayo,25
2019,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Mayo,5
2019,Guanajuato,Violacion simple,Violacion simple,Mayo,62
2019,Guanajuato,Violacion equiparada,Violacion equiparada,Mayo,3
2019,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2019,Guerrero,Abuso sexual,Abuso sexual,Mayo,28
2019,Guerrero,Acoso sexual,Acoso sexual,Mayo,4
2019,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Guerrero,Violacion simple,Violacion simple,Mayo,26
2019,Guerrero,Violacion equiparada,Violacion equiparada,Mayo,13
2019,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2019,Hidalgo,Abuso sexual,Abuso sexual,Mayo,54
2019,Hidalgo,Acoso sexual,Acoso sexual,Mayo,0
2019,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Mayo,5
2019,Hidalgo,Violacion simple,Violacion simple,Mayo,69
2019,Hidalgo,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,10
2019,Jalisco,Abuso sexual,Abuso sexual,Mayo,286
2019,Jalisco,Acoso sexual,Acoso sexual,Mayo,30
2019,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Mayo,7
2019,Jalisco,Violacion simple,Violacion simple,Mayo,30
2019,Jalisco,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,13
2019,Mexico,Abuso sexual,Abuso sexual,Mayo,242
2019,Mexico,Acoso sexual,Acoso sexual,Mayo,61
2019,Mexico,Hostigamiento sexual,Hostigamiento sexual,Mayo,6
2019,Mexico,Violacion simple,Violacion simple,Mayo,138
2019,Mexico,Violacion equiparada,Violacion equiparada,Mayo,93
2019,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,7
2019,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Mayo,38
2019,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Mayo,3
2019,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Mayo,10
2019,Michoacan de Ocampo,Violacion simple,Violacion simple,Mayo,43
2019,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Mayo,10
2019,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,7
2019,Morelos,Abuso sexual,Abuso sexual,Mayo,34
2019,Morelos,Acoso sexual,Acoso sexual,Mayo,3
2019,Morelos,Hostigamiento sexual,Hostigamiento sexual,Mayo,5
2019,Morelos,Violacion simple,Violacion simple,Mayo,34
2019,Morelos,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,5
2019,Nayarit,Abuso sexual,Abuso sexual,Mayo,0
2019,Nayarit,Acoso sexual,Acoso sexual,Mayo,0
2019,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Nayarit,Violacion simple,Violacion simple,Mayo,9
2019,Nayarit,Violacion equiparada,Violacion equiparada,Mayo,3
2019,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,7
2019,Nuevo Leon,Abuso sexual,Abuso sexual,Mayo,97
2019,Nuevo Leon,Acoso sexual,Acoso sexual,Mayo,15
2019,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Mayo,5
2019,Nuevo Leon,Violacion simple,Violacion simple,Mayo,78
2019,Nuevo Leon,Violacion equiparada,Violacion equiparada,Mayo,31
2019,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,38
2019,Oaxaca,Abuso sexual,Abuso sexual,Mayo,67
2019,Oaxaca,Acoso sexual,Acoso sexual,Mayo,7
2019,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Mayo,7
2019,Oaxaca,Violacion simple,Violacion simple,Mayo,40
2019,Oaxaca,Violacion equiparada,Violacion equiparada,Mayo,20
2019,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,3
2019,Puebla,Abuso sexual,Abuso sexual,Mayo,70
2019,Puebla,Acoso sexual,Acoso sexual,Mayo,35
2019,Puebla,Hostigamiento sexual,Hostigamiento sexual,Mayo,5
2019,Puebla,Violacion simple,Violacion simple,Mayo,57
2019,Puebla,Violacion equiparada,Violacion equiparada,Mayo,33
2019,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,10
2019,Queretaro,Abuso sexual,Abuso sexual,Mayo,59
2019,Queretaro,Acoso sexual,Acoso sexual,Mayo,17
2019,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Queretaro,Violacion simple,Violacion simple,Mayo,44
2019,Queretaro,Violacion equiparada,Violacion equiparada,Mayo,12
2019,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,6
2019,Quintana Roo,Abuso sexual,Abuso sexual,Mayo,44
2019,Quintana Roo,Acoso sexual,Acoso sexual,Mayo,11
2019,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Mayo,1
2019,Quintana Roo,Violacion simple,Violacion simple,Mayo,16
2019,Quintana Roo,Violacion equiparada,Violacion equiparada,Mayo,1
2019,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,39
2019,San Luis Potosi,Abuso sexual,Abuso sexual,Mayo,38
2019,San Luis Potosi,Acoso sexual,Acoso sexual,Mayo,12
2019,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Mayo,7
2019,San Luis Potosi,Violacion simple,Violacion simple,Mayo,52
2019,San Luis Potosi,Violacion equiparada,Violacion equiparada,Mayo,0
2019,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,10
2019,Sinaloa,Abuso sexual,Abuso sexual,Mayo,41
2019,Sinaloa,Acoso sexual,Acoso sexual,Mayo,4
2019,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Sinaloa,Violacion simple,Violacion simple,Mayo,13
2019,Sinaloa,Violacion equiparada,Violacion equiparada,Mayo,10
2019,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,2
2019,Sonora,Abuso sexual,Abuso sexual,Mayo,49
2019,Sonora,Acoso sexual,Acoso sexual,Mayo,9
2019,Sonora,Hostigamiento sexual,Hostigamiento sexual,Mayo,1
2019,Sonora,Violacion simple,Violacion simple,Mayo,14
2019,Sonora,Violacion equiparada,Violacion equiparada,Mayo,3
2019,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,5
2019,Tabasco,Abuso sexual,Abuso sexual,Mayo,16
2019,Tabasco,Acoso sexual,Acoso sexual,Mayo,0
2019,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Mayo,19
2019,Tabasco,Violacion simple,Violacion simple,Mayo,56
2019,Tabasco,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,47
2019,Tamaulipas,Abuso sexual,Abuso sexual,Mayo,66
2019,Tamaulipas,Acoso sexual,Acoso sexual,Mayo,7
2019,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Mayo,2
2019,Tamaulipas,Violacion simple,Violacion simple,Mayo,66
2019,Tamaulipas,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2019,Tlaxcala,Abuso sexual,Abuso sexual,Mayo,2
2019,Tlaxcala,Acoso sexual,Acoso sexual,Mayo,0
2019,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Tlaxcala,Violacion simple,Violacion simple,Mayo,4
2019,Tlaxcala,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2019,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Mayo,71
2019,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Mayo,0
2019,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Mayo,30
2019,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Mayo,42
2019,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,130
2019,Yucatan,Abuso sexual,Abuso sexual,Mayo,23
2019,Yucatan,Acoso sexual,Acoso sexual,Mayo,0
2019,Yucatan,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2019,Yucatan,Violacion simple,Violacion simple,Mayo,4
2019,Yucatan,Violacion equiparada,Violacion equiparada,Mayo,0
2019,Yucatan,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,1
2019,Zacatecas,Abuso sexual,Abuso sexual,Mayo,13
2019,Zacatecas,Acoso sexual,Acoso sexual,Mayo,6
2019,Zacatecas,Hostigamiento sexual,Hostigamiento sexual,Mayo,2
2019,Zacatecas,Violacion simple,Violacion simple,Mayo,18
2019,Zacatecas,Violacion equiparada,Violacion equiparada,Mayo,15
2019,Zacatecas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2020,Aguascalientes,Abuso sexual,Abuso sexual,Mayo,0
2020,Aguascalientes,Acoso sexual,Acoso sexual,Mayo,0
2020,Aguascalientes,Hostigamiento sexual,Hostigamiento sexual,Mayo,6
2020,Aguascalientes,Violacion simple,Violacion simple,Mayo,11
2020,Aguascalientes,Violacion equiparada,Violacion equiparada,Mayo,6
2020,Aguascalientes,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,17
2020,Baja California,Abuso sexual,Abuso sexual,Mayo,79
2020,Baja California,Acoso sexual,Acoso sexual,Mayo,0
2020,Baja California,Hostigamiento sexual,Hostigamiento sexual,Mayo,8
2020,Baja California,Violacion simple,Violacion simple,Mayo,37
2020,Baja California,Violacion equiparada,Violacion equiparada,Mayo,13
2020,Baja California,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,14
2020,Baja California Sur,Abuso sexual,Abuso sexual,Mayo,12
2020,Baja California Sur,Acoso sexual,Acoso sexual,Mayo,3
2020,Baja California Sur,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Baja California Sur,Violacion simple,Violacion simple,Mayo,12
2020,Baja California Sur,Violacion equiparada,Violacion equiparada,Mayo,3
2020,Baja California Sur,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,9
2020,Campeche,Abuso sexual,Abuso sexual,Mayo,1
2020,Campeche,Acoso sexual,Acoso sexual,Mayo,0
2020,Campeche,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Campeche,Violacion simple,Violacion simple,Mayo,3
2020,Campeche,Violacion equiparada,Violacion equiparada,Mayo,6
2020,Campeche,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,1
2020,Coahuila de Zaragoza,Abuso sexual,Abuso sexual,Mayo,32
2020,Coahuila de Zaragoza,Acoso sexual,Acoso sexual,Mayo,15
2020,Coahuila de Zaragoza,Hostigamiento sexual,Hostigamiento sexual,Mayo,1
2020,Coahuila de Zaragoza,Violacion simple,Violacion simple,Mayo,11
2020,Coahuila de Zaragoza,Violacion equiparada,Violacion equiparada,Mayo,10
2020,Coahuila de Zaragoza,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,2
2020,Colima,Abuso sexual,Abuso sexual,Mayo,26
2020,Colima,Acoso sexual,Acoso sexual,Mayo,0
2020,Colima,Hostigamiento sexual,Hostigamiento sexual,Mayo,4
2020,Colima,Violacion simple,Violacion simple,Mayo,12
2020,Colima,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Colima,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,5
2020,Chiapas,Abuso sexual,Abuso sexual,Mayo,11
2020,Chiapas,Acoso sexual,Acoso sexual,Mayo,4
2020,Chiapas,Hostigamiento sexual,Hostigamiento sexual,Mayo,1
2020,Chiapas,Violacion simple,Violacion simple,Mayo,33
2020,Chiapas,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Chiapas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,43
2020,Chihuahua,Abuso sexual,Abuso sexual,Mayo,103
2020,Chihuahua,Acoso sexual,Acoso sexual,Mayo,0
2020,Chihuahua,Hostigamiento sexual,Hostigamiento sexual,Mayo,18
2020,Chihuahua,Violacion simple,Violacion simple,Mayo,50
2020,Chihuahua,Violacion equiparada,Violacion equiparada,Mayo,21
2020,Chihuahua,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,28
2020,Ciudad de Mexico,Abuso sexual,Abuso sexual,Mayo,129
2020,Ciudad de Mexico,Acoso sexual,Acoso sexual,Mayo,46
2020,Ciudad de Mexico,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Ciudad de Mexico,Violacion simple,Violacion simple,Mayo,65
2020,Ciudad de Mexico,Violacion equiparada,Violacion equiparada,Mayo,24
2020,Ciudad de Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,51
2020,Durango,Abuso sexual,Abuso sexual,Mayo,29
2020,Durango,Acoso sexual,Acoso sexual,Mayo,6
2020,Durango,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Durango,Violacion simple,Violacion simple,Mayo,21
2020,Durango,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Durango,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,4
2020,Guanajuato,Abuso sexual,Abuso sexual,Mayo,91
2020,Guanajuato,Acoso sexual,Acoso sexual,Mayo,10
2020,Guanajuato,Hostigamiento sexual,Hostigamiento sexual,Mayo,3
2020,Guanajuato,Violacion simple,Violacion simple,Mayo,40
2020,Guanajuato,Violacion equiparada,Violacion equiparada,Mayo,2
2020,Guanajuato,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,4
2020,Guerrero,Abuso sexual,Abuso sexual,Mayo,13
2020,Guerrero,Acoso sexual,Acoso sexual,Mayo,7
2020,Guerrero,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Guerrero,Violacion simple,Violacion simple,Mayo,10
2020,Guerrero,Violacion equiparada,Violacion equiparada,Mayo,9
2020,Guerrero,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2020,Hidalgo,Abuso sexual,Abuso sexual,Mayo,44
2020,Hidalgo,Acoso sexual,Acoso sexual,Mayo,0
2020,Hidalgo,Hostigamiento sexual,Hostigamiento sexual,Mayo,3
2020,Hidalgo,Violacion simple,Violacion simple,Mayo,23
2020,Hidalgo,Violacion equiparada,Violacion equiparada,Mayo,12
2020,Hidalgo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,1
2020,Jalisco,Abuso sexual,Abuso sexual,Mayo,176
2020,Jalisco,Acoso sexual,Acoso sexual,Mayo,18
2020,Jalisco,Hostigamiento sexual,Hostigamiento sexual,Mayo,7
2020,Jalisco,Violacion simple,Violacion simple,Mayo,27
2020,Jalisco,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Jalisco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,34
2020,Mexico,Abuso sexual,Abuso sexual,Mayo,140
2020,Mexico,Acoso sexual,Acoso sexual,Mayo,101
2020,Mexico,Hostigamiento sexual,Hostigamiento sexual,Mayo,13
2020,Mexico,Violacion simple,Violacion simple,Mayo,92
2020,Mexico,Violacion equiparada,Violacion equiparada,Mayo,42
2020,Mexico,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,12
2020,Michoacan de Ocampo,Abuso sexual,Abuso sexual,Mayo,49
2020,Michoacan de Ocampo,Acoso sexual,Acoso sexual,Mayo,0
2020,Michoacan de Ocampo,Hostigamiento sexual,Hostigamiento sexual,Mayo,7
2020,Michoacan de Ocampo,Violacion simple,Violacion simple,Mayo,32
2020,Michoacan de Ocampo,Violacion equiparada,Violacion equiparada,Mayo,6
2020,Michoacan de Ocampo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,12
2020,Morelos,Abuso sexual,Abuso sexual,Mayo,31
2020,Morelos,Acoso sexual,Acoso sexual,Mayo,0
2020,Morelos,Hostigamiento sexual,Hostigamiento sexual,Mayo,3
2020,Morelos,Violacion simple,Violacion simple,Mayo,29
2020,Morelos,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Morelos,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,8
2020,Nayarit,Abuso sexual,Abuso sexual,Mayo,0
2020,Nayarit,Acoso sexual,Acoso sexual,Mayo,0
2020,Nayarit,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Nayarit,Violacion simple,Violacion simple,Mayo,7
2020,Nayarit,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Nayarit,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,11
2020,Nuevo Leon,Abuso sexual,Abuso sexual,Mayo,82
2020,Nuevo Leon,Acoso sexual,Acoso sexual,Mayo,32
2020,Nuevo Leon,Hostigamiento sexual,Hostigamiento sexual,Mayo,4
2020,Nuevo Leon,Violacion simple,Violacion simple,Mayo,56
2020,Nuevo Leon,Violacion equiparada,Violacion equiparada,Mayo,25
2020,Nuevo Leon,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,68
2020,Oaxaca,Abuso sexual,Abuso sexual,Mayo,30
2020,Oaxaca,Acoso sexual,Acoso sexual,Mayo,14
2020,Oaxaca,Hostigamiento sexual,Hostigamiento sexual,Mayo,4
2020,Oaxaca,Violacion simple,Violacion simple,Mayo,45
2020,Oaxaca,Violacion equiparada,Violacion equiparada,Mayo,16
2020,Oaxaca,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,3
2020,Puebla,Abuso sexual,Abuso sexual,Mayo,50
2020,Puebla,Acoso sexual,Acoso sexual,Mayo,16
2020,Puebla,Hostigamiento sexual,Hostigamiento sexual,Mayo,1
2020,Puebla,Violacion simple,Violacion simple,Mayo,24
2020,Puebla,Violacion equiparada,Violacion equiparada,Mayo,24
2020,Puebla,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,58
2020,Queretaro,Abuso sexual,Abuso sexual,Mayo,47
2020,Queretaro,Acoso sexual,Acoso sexual,Mayo,42
2020,Queretaro,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Queretaro,Violacion simple,Violacion simple,Mayo,25
2020,Queretaro,Violacion equiparada,Violacion equiparada,Mayo,16
2020,Queretaro,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,4
2020,Quintana Roo,Abuso sexual,Abuso sexual,Mayo,32
2020,Quintana Roo,Acoso sexual,Acoso sexual,Mayo,8
2020,Quintana Roo,Hostigamiento sexual,Hostigamiento sexual,Mayo,3
2020,Quintana Roo,Violacion simple,Violacion simple,Mayo,24
2020,Quintana Roo,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Quintana Roo,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,8
2020,San Luis Potosi,Abuso sexual,Abuso sexual,Mayo,27
2020,San Luis Potosi,Acoso sexual,Acoso sexual,Mayo,14
2020,San Luis Potosi,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,San Luis Potosi,Violacion simple,Violacion simple,Mayo,58
2020,San Luis Potosi,Violacion equiparada,Violacion equiparada,Mayo,0
2020,San Luis Potosi,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,38
2020,Sinaloa,Abuso sexual,Abuso sexual,Mayo,22
2020,Sinaloa,Acoso sexual,Acoso sexual,Mayo,2
2020,Sinaloa,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Sinaloa,Violacion simple,Violacion simple,Mayo,6
2020,Sinaloa,Violacion equiparada,Violacion equiparada,Mayo,2
2020,Sinaloa,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,2
2020,Sonora,Abuso sexual,Abuso sexual,Mayo,45
2020,Sonora,Acoso sexual,Acoso sexual,Mayo,6
2020,Sonora,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Sonora,Violacion simple,Violacion simple,Mayo,25
2020,Sonora,Violacion equiparada,Violacion equiparada,Mayo,9
2020,Sonora,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,11
2020,Tabasco,Abuso sexual,Abuso sexual,Mayo,2
2020,Tabasco,Acoso sexual,Acoso sexual,Mayo,0
2020,Tabasco,Hostigamiento sexual,Hostigamiento sexual,Mayo,9
2020,Tabasco,Violacion simple,Violacion simple,Mayo,8
2020,Tabasco,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Tabasco,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,30
2020,Tamaulipas,Abuso sexual,Abuso sexual,Mayo,40
2020,Tamaulipas,Acoso sexual,Acoso sexual,Mayo,3
2020,Tamaulipas,Hostigamiento sexual,Hostigamiento sexual,Mayo,4
2020,Tamaulipas,Violacion simple,Violacion simple,Mayo,36
2020,Tamaulipas,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Tamaulipas,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,7
2020,Tlaxcala,Abuso sexual,Abuso sexual,Mayo,8
2020,Tlaxcala,Acoso sexual,Acoso sexual,Mayo,0
2020,Tlaxcala,Hostigamiento sexual,Hostigamiento sexual,Mayo,0
2020,Tlaxcala,Violacion simple,Violacion simple,Mayo,5
2020,Tlaxcala,Violacion equiparada,Violacion equiparada,Mayo,0
2020,Tlaxcala,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,0
2020,Veracruz de Ignacio de la Llave,Abuso sexual,Abuso sexual,Mayo,56
2020,Veracruz de Ignacio de la Llave,Acoso sexual,Acoso sexual,Mayo,0
2020,Veracruz de Ignacio de la Llave,Hostigamiento sexual,Hostigamiento sexual,Mayo,20
2020,Veracruz de Ignacio de la Llave,Violacion simple,Violacion simple,Mayo,27
2020,Veracruz de Ignacio de la Llave,Violacion equiparada,Violacion equiparada,Mayo,1
2020,Veracruz de Ignacio de la Llave,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Mayo,111
2020,Yucatan,Abuso sexual,Abuso sexual,Mayo,3
2020,Yucatan,Acoso sexual,Acoso sexual,Mayo,0
